conversation_id,utterance_id,utterance,mode,caller
0,67,one/CD and/CC one-half/JJ seconds/NNS,ZZ,R
0,68,to/TO look/VB at/IN each/DT word/NN,ZZ,R
0,69,uh-hum/NN ./.,KK/KC/KE,L
0,70,"and/CC at/IN the/DT end/NN of/IN the/DT 20/CD words/NNS ,/, you/PRP had/VBD to/TO",RE/EE/AE,R
0,71,write/RB down/RP as/RB many/JJ as/IN you/PRP could/MD remember/VB ./.,RE/EE/AE,R
0,72,and/CC there/EX were/VBD like/JJ seven/CD sets/NNS of/IN,EE,R
0,73,20/CD words/NNS ./.,ZZ,R
0,74,yea/NN ./.,KK/KC,L
0,75,and/CC then/RB when/WRB you/PRP got/VBD through/IN with/IN all/DT of/IN that/DT,RE/AE,R
0,76,you/PRP had/VBD to/TO,ZZ,R
0,77,um/NN,ZZ,R
0,78,go/VB back/RB,ZZ,R
0,79,and/CC see/VB how/WRB many/JJ you/PRP could/MD remember/VB,RE,R
0,80,from/IN those/DT seven/CD sets/NNS ./.,ZZ,R
0,81,it/PRP was/VBD like/IN,EE/EU/ED,R
0,82,uh/NN,ZZ,R
0,83,i/PRP know/VBP ./.,DD/DC,L
0,84,i/PRP 'm/VBP sure/JJ ./.,DD/UU/DC,R
0,85,,DD/UU/DC,R
0,86,"this/DT one/CD ,/, it/PRP was/VBD just/RB numbers/NNS",EE,L
0,87,but/CC the/DT whole/JJ deal/NN was/VBD,EE,L
0,88,you/PRP had/VBD to/TO have/VB some/DT kind/NN of/IN movement/NN going/VBG ./.,ZZ,L
0,89,,UU,R
0,90,i/PRP mean/VBP,DD/ED,L
0,91,it/PRP was/VBD,DD/ED,L
0,92,it/PRP was/VBD,KK/ED,L
0,93,"oh/UH ,/, it/PRP was/VBD weird/JJ ./.",KK/ED,L
0,94,which/JJ class/NN are/VBP you/PRP in/IN ?/.,QQ,L
0,95,um/NN,KK,R
0,96,dr./NNP martin/NNP 's/POS ./.,DE/EE,R
0,97,it/PRP 's/VBZ 1311/CD ./.,EE,R
0,98,uh-hum/NN ./.,KK/QQ,L
0,99,do/VBP you/PRP like/IN him/PRP ?/.,KK/QQ,L
0,100,uh-hum/NN ./.,KD,R
0,101,yea/NN ./.,KD,R
0,102,he/PRP 's/VBZ pretty/RB good/JJ ./.,EE/ED,R
0,103,he/PRP 's/VBZ pretty/JJ funny/JJ ./.,EE/ED,R
0,104,i/PRP 've/VBP had/VBD one/CD test/NN in/IN there/RB ./.,DE,R
0,105,it/PRP was/VBD n't/RB too/RB bad/JJ ./.,ED/DE,R
0,106,we/PRP 're/VBP fixing/VBG to/TO have/VB another/DT one/CD next/JJ week/NN ./.,ED/DE,R
0,107,but/CC he/PRP does/VBZ n't/RB really/RB cover/VB the/DT text/JJ material/NN ./.,EE,R
0,108,yea/NN ./.,KK,L
0,109,you/PRP just/RB have/VBP to/TO kinda/VB read/VB that/IN on/IN your/PRP$ own/JJ ./.,RE/RD/AE,R
0,110,are/NNP you/PRP in/IN an/DT introductory/JJ class/NN too/RB ?/.,QQ,R
0,111,uh-huh/NN ./.,KE/KK/DE,L
0,112,baerwaldt/NNP ./.,DE/EE,L
0,113,"it/PRP 's/VBZ 1311/CD ,/, i/PRP think/VBP ./.",EE/DD/DE,L
0,114,yea/NN ./.,KK/QQ,R
0,115,what/WP 's/VBZ your/PRP$ major/JJ ?/.,KK/QQ,R
0,116,business-accounting/NN ./.,EE,L
0,117,me/NNP too/RB ./.,DE/CC/EE,R
0,118,i/PRP took/VBD it/PRP as/IN an/DT elective/NN ./.,DE/DD,L
0,119,really/RB ?/.,QQ/KQ/QK,R
0,120,"well/RB ,/, i/PRP took/VBD it/PRP because/IN i/PRP thought/VBD it/PRP was/VBD gon/VBG na/TO",KK/DD/KD,R
0,121,"count/NN for/IN that/DT business/NNP 2301/CD ,/,",KK/DD/KD,R
0,122,but/CC i/PRP do/VBP n't/RB guess/VB it/PRP is/VBZ ./.,DE/DD,R
0,123,"i/PRP got/VBD in/IN under/IN the/DT line/NN ,/,",DE,L
0,124,and/CC i/PRP had/VBD a/DT sociology/NN class/NN,DE,L
0,125,and/CC they/PRP counted/VBD that/IN ./.,EE,L
0,126,really/RB ?/.,QQ/QK,R
0,127,uh-hum/NN ./.,KK/KE,L
0,128,and/CC i/PRP really/RB enjoyed/VBD that/IN,DD,L
0,129,so/RB i/PRP thought/VBP well/RB i/PRP 'll/MD take/VB psychology/NN this/DT time/NN,DD,L
0,130,and/CC it/PRP ought/MD to/TO,EE/ED,L
0,131,so/RB sociology/NN was/VBD a/DT good/JJ course/NN ?/.,EQ/QQ,R
0,132,i/PRP liked/VBD it/PRP ./.,DD,L
0,133,that/DT was/VBD back/RB when/WRB,EE/ED/EU,L
0,134,you/PRP took/VBD it/PRP here/RB ?/.,IQ/QQ,R
0,135,uh-huh/NN ./.,KE/DD/KK,L
0,136,i/PRP wanted/VBD to/TO be/VB sociology/NN,KE/DD/KK,L
0,137,a/DT sociology/NN major/JJ back/RB then/RB ./.,ZZ,L
0,138,and/CC the/DT guy/NN i/PRP had/VBD was/VBD really/RB interesting/JJ ./.,EE/ED,L
0,139,i/PRP liked/VBD it/PRP better/JJR than/IN i/PRP like/VBP this/DT ./.,DD,L
0,140,it/PRP 's/VBZ more/JJR,ED/EE,L
0,141,i/PRP do/VBP n't/RB know/VB ./.,DD,L
0,142,it/PRP applied/VBD more/RBR to/TO everyday/JJ life/NN ./.,EE/ED,L
0,143,than/IN this/DT stuff/NN does/VBZ ?/.,EQ/QQ/RQ,R
0,144,yea/NN ./.,KD/KE/KK,L
0,145,cause/VB all/PDT this/DT stuff/NN applies/VBZ to/TO is/VBZ rat/NN 's/POS in/IN a/DT box/NN ./.,ED/EE,R
0,146,yea/NN and/CC it/PRP 's/VBZ so/RB,KC/KK/ED/EU/KE/EE,L
0,147,,UU,R
0,148,it/PRP 's/VBZ so/RB technical/JJ ./.,EE/ED,L
0,149,that/DT,EU,L
0,150,,UU,R
0,151,when/WRB will/MD you/PRP graduate/VB ?/.,QQ,L
0,152,oh/UH,KK,R
0,153,are/NNP you/PRP pretty/RB close/VBP or/CC,QQ,L
0,154,a/DT long/JJ way/NN off/IN ?/.,ZZ,L
0,155,"no/DT ,/,",KE/KK/KD,R
0,156,it/PRP will/MD be/VB a/DT long/JJ way/NN ./.,EE/ED,R
0,157,"it/PRP 's/VBZ ,/, i/PRP",DE,R
0,158,i/PRP 'm/VBP in/IN my/PRP$ sophmore/NN year/NN ./.,DE,R
0,159,i/PRP 'll/MD have/VB,DE,R
0,160,let/NN 's/POS see/VB,AA/AE,R
0,161,52/CD hours/NNS after/IN this/DT semester/NN ./.,ZZ,R
0,162,"it/PRP seems/VBZ like/IN it/PRP takes/VBZ forever/RB ,/, does/VBZ n't/RB it/PRP ?/.",ED/QQ,L
0,163,yea/NN ./.,KC/EE/ED,R
0,164,it/PRP probably/RB will/MD for/IN me/PRP ./.,KC/EE/ED,R
0,165,,UU,R
0,166,do/VB you/PRP work/VB or/CC anything/NN too/RB ?/.,QQ,R
0,167,i/PRP did/VBD ./.,DE,L
0,168,i/PRP worked/VBD full/JJ time/NN,DE,L
0,169,for/IN about/RB four/CD years/NNS,ZZ,L
0,170,almost/RB five/CD years/NNS,ZZ,L
0,171,and/CC went/VBD,DE,L
0,172,part-time/NN,ZZ,L
0,173,at/IN night/NN ./.,DE,L
0,174,and/CC then/RB i/PRP just/RB got/VBD back/RB full/JJ time/NN this/DT,DE,L
0,175,semester/NN ./.,DE,L
0,176,oooh/NNP ./.,KK/KD,R
0,177,was/VBP n't/RB night/NN school/NN the/DT pits/NNS ?/.,QQ,R
0,178,i/PRP did/VBD that/IN last/JJ semester/NN ./.,DE,R
0,179,it/PRP was/VBD o.k/NNP ./.,ED,L
0,180,oooh/NNP ./.,KK/KD,R
0,181,there/EX were/VBD some/DT classes/NNS that/IN,EE/ED,L
0,182,that/WDT were/VBD better/JJR,ZZ,L
0,183,i/PRP thought/VBD,EE/DD,L
0,184,taking/VBG it/PRP at/IN night/NN,ZZ,L
0,185,than/IN taking/VBG it/PRP during/IN the/DT day/NN ./.,ZZ,L
0,186,i/PRP do/VBP n't/RB know/VB ./.,EE/DD,L
0,187,some/DT of/IN the/DT teachers/NNS were/VBD a/DT little/JJ bit/NN more/RBR,EE/ED,L
0,188,lenianant/NN ?/.,EQ/RR/RQ,R
0,189,you/PRP know/VBP ./.,RE/RD/IK,L
0,190,yea/NN ./.,KE/KC/KK,L
0,191,because/IN they/PRP knew/VBD everybody/NN worked/VBD ./.,EE,L
0,192,most/JJS of/IN my/PRP$ teachers/NNS were/VBD real/JJ dorky/JJ though/IN ./.,EE/ED,R
0,193,cause/NN they/PRP worked/VBD all/DT day/NN too/RB ./.,EE,R
0,194,yea/NN ./.,KK,L
0,195,they/PRP did/VBD n't/RB want/VB to/TO get/VB up/RP there/RB any/DT more/JJR and/CC teach/JJR than/IN we/PRP,EE/ED,R
0,196,i/PRP had/VBD one/CD guy/NN for/IN management/NN,EE/DD,L
0,197,that/DT was/VBD really/RB good/JJ because/IN,ZZ,L
0,198,he/PRP worked/VBD full/JJ time/NN and/CC he/PRP was/VBD like/IN a/DT personnel/NNS,EE,L
0,199,"manager/NN for/IN associates/NNS ,/,",EE,L
0,200,and/CC he/PRP was/VBD really/RB,EE/ED,L
0,201,he/PRP could/MD apply/VB alot/NN of/IN the/DT stuff/NN,EE/ED,L
0,202,uh-huh/NN ./.,KK,R
0,203,what/WP he/PRP was/VBD doing/VBG,ED/RR/EU,R
0,204,to/TO the/DT real/JJ,RR,L
0,205,that/DT 's/VBZ pretty/RB good/JJ ./.,EI/ED,R
0,206,to/TO real/JJ,ZZ,L
0,207,but/CC like/IN you/PRP said/VBD,EE/ED,L
0,208,some/DT of/IN them/PRP were/VBD,EE,L
0,209,i/PRP mean/VBP they/PRP were/VBD,DE/DD/ED/EE,L
0,210,just/RB,ZZ,L
0,211,they/PRP get/VBP whoever/IN they/PRP can/MD,EE/ED,L
0,212,yea/NN ./.,KK/KC,R
0,213,to/TO teach/VB those/DT night/NN classes/NNS ./.,ZZ,L
0,214,"well/RB ,/, i/PRP really/RB hate/VB it/PRP",KK/DD/KD,R
0,215,and/CC to/TO,ZZ,R
0,216,it/PRP was/VBD my/PRP$,EE,R
0,217,last/JJ semester/NN,ZZ,R
0,218,just/RB at/IN the/DT end/NN of/IN my/PRP$ sophmore/NN year/NN ./.,ZZ,R
0,219,and/CC everybody/NN i/PRP knew/VBD was/VBD still/RB in/IN day/NN school/NN,EE,R
0,220,and/CC it/PRP was/VBD like/IN,ED/EU/EE,R
0,221,"oh/UH ,/, these/DT people/NNS are/VBP sooo/JJ old/JJ ./.",KK/ED,R
0,222,yea/NN ./.,KK,L
0,223,and/CC i/PRP do/VBP n't/RB want/VB to/TO be/VB here/RB ./.,DD,R
0,224,it/PRP 's/VBZ a/DT big/JJ difference/NN ./.,EE/ED,L
0,225,it/PRP is/VBZ,EC/ED,R
0,226,it/PRP really/RB is/VBZ,EC/ED,L
0,227,that/DT 's/VBZ the/DT truth/NN ./.,EC/EE/ED,R
0,228,i/PRP could/MD n't/RB get/VB over/IN it/PRP ./.,DD,L
0,229,i/PRP really/RB could/MD n't/RB ./.,DD,L
0,230,cause/NN i/PRP was/VBD so/RB used/JJ to/TO going/VBG to/TO night/NN school/NN,DD,L
0,231,uh-huh/NN ./.,KK,R
0,232,and/CC then/RB,DE,L
0,233,i/PRP still/RB have/VBP a/DT couple/NN of/IN freshman/NN classes/NNS,DE,L
0,234,like/IN i/PRP 'm/VBP in/IN a/DT freshman/JJ astronomy/NN class/NN,DE,L
0,235,and/CC there/EX 's/VBZ like/IN 80/CD freshman/NN in/IN there/EX,EE,L
0,236,uh-hum/NN ./.,KK,R
0,237,and/CC about/IN 10/CD juniors/NNS,EE,L
0,238,or/CC 10/CD seniors/NNS ./.,EE,L
0,239,and/CC i/PRP mean/VBP it/PRP 's/VBZ just/RB,DD/ED,L
0,240,when/WRB i/PRP was/VBD a/DT freshman/NN,DE,R
0,241,taking/VBG those/DT basics/NNS,ZZ,R
0,242,i/PRP always/RB had/VBD alot/NN of/IN upper/JJ classmen/NNS in/IN my/PRP$ classes/NNS ./.,ZZ,R
0,243,really/RB ?/.,QQ/QK,L
0,244,uh-hum/NN ./.,KE/KC,R
0,245,i/PRP guess/VBP they/PRP,DE/DD/DU,R
0,246,yea/NN ./.,KK,L
0,247,put/VB off/RP spaces/NNS as/RB long/RB as/IN they/PRP can/MD ./.,DE/EE,R
0,248,that/DT 's/VBZ what/WP i/PRP did/VBD ./.,EE/DD/ED,L
0,249,and/CC i/PRP 'm/VBP really/RB kinda/JJ glad/NN i/PRP did/VBD ./.,EE/DD/ED,L
0,250,it/PRP kinda/VBD makes/VBZ,ED/EE,L
0,251,some/DT of/IN the/DT harder/NN courses/NNS,ZZ,L
0,252,you/PRP do/VBP n't/RB have/VB so/RB much/JJ hard/JJ stuff/NN,RE/RD,L
0,253,yea/NN ./.,KK/KC,R
0,254,all/DT at/IN once/RB ./.,ZZ,L
0,255,kinda/NNP wish/VBD that/DT 's/VBZ what/WP i/PRP done/VBN too/RB,DD,R
0,256,cause/NN you/PRP jump/VBP in/IN and/CC take/VB those/DT basics/NNS ./.,RE,R
1,0,is/VBZ this/DT your/PRP$ first/JJ experiment/NN here/RB ?/.,QQ,R
1,1,"yea/NNP ,/, i/PRP took/VBD another/DT experiment/NN for/IN",KE/DE/KK,L
1,2,just/RB answer/VB questions/NNS on/IN a/DT questionnaire/NN ./.,ZZ,L
1,3,really/RB ?/.,QQ/KQ/QK,R
1,4,yea/NN,KE/KK,L
1,5,,UU,R
1,6,there/EX 's/VBZ no/DT telling/NN ./.,ED/EE,L
1,7,this/DT is/VBZ my/PRP$ first/JJ time/NN for/IN experiment/NN ./.,EE,R
1,8,,UU,R
1,9,"yea/NN ,/, should/MD n't/RB be/VB too/RB hard/JJ ./.",KK/ED/EE/KD,L
1,10,i/PRP do/VBP n't/RB think/VB ./.,DD,L
1,11,you/PRP 're/VBP taking/VBG psychology/NN right/RB ?/.,RQ/IQ/RR/QQ,L
1,12,first/JJ year/NN ?/.,QQ,L
1,13,,KE/UU,R
1,14,freshman/NNP ?/.,QQ,L
1,15,me/NNP too/RB ./.,DE/CC/EE,L
1,16,i/PRP had/VBD to/TO get/VB off/RP work/NN to/TO do/VB this/DT ./.,DE,R
1,17,"yea/NN ,/, it/PRP 's/VBZ kinda/NN",KK/ED/EE/KD,L
1,18,alot/NN of/IN trouble/NN,ED,L
1,19,to/TO set/VB up/RP these/DT things/NNS,ZZ,L
1,20,after/IN school/NN ./.,ZZ,L
1,21,,UU,R
1,22,yea/NN,KK/KC/UU,L
1,23,"that/DT experiment/NN that/IN you/PRP did/VBD ,/,",EQ/QQ,R
1,24,how/WRB long/RB does/VBZ it/PRP take/VB ?/.,QQ,R
1,25,well/RB the/DT last/JJ one/NN i/PRP took/VBD,KK/EE/DE/KE,L
1,26,i/PRP got/VBD two/CD hours/NNS credit/NN for/IN it/PRP ./.,ZZ,L
1,27,it/PRP took/VBD two/CD hours/NNS ./.,EE,L
1,28,one/CD day/NN ?/.,QQ,R
1,29,no/DT ./.,KE/KK,L
1,30,two/CD different/JJ days/NNS ?/.,QQ,R
1,31,yea/NN ./.,KE/KK,L
1,32,we/PRP did/VBD,DE,L
1,33,we/PRP just/RB answered/VBD the/DT same/JJ question/NN on/IN the/DT,DE,L
1,34,second/JJ day/NN ./.,DE,L
1,35,"make/NNP sure/NN we/PRP ,/, uh/UH",EE/DE/AE,L
1,36,said/VBD the/DT same/JJ thing/NN twice/NN,UU,L
1,37,you/PRP know/VBP how/WRB many/JJ credit/NN this/DT one/CD gon/NN na/TO be/VB ?/.,QQ,R
1,38,no/DT ./.,KD/KK,L
1,39,i/PRP do/VBP n't/RB have/VB any/DT idea/NN ./.,DD,L
1,40,,UU,R
1,41,um/NNP ./.,KK,L
1,42,do/VB you/PRP know/VB if/IN they/PRP run/VBP one/CD or/CC two/CD people/NNS at/IN a/DT time/NN,QQ,R
1,43,in/IN this/DT experiment/NN ?/.,ZZ,R
1,44,i/PRP do/VBP n't/RB know/VB ./.,DD,L
1,45,i/PRP guess/VBP so/RB ./.,DD,L
1,46,i/PRP 'm/VBP kinda/JJ nervous/JJ ./.,DD,R
1,47,yea/NN ./.,KK/KC,L
1,48,first/JJ time/NN for/IN everything/NN i/PRP guess/VBP ./.,ED/DD/EE/DE,L
1,49,who/WP do/VBP you/PRP have/VB for/IN psychology/NN ?/.,QQ,R
1,50,your/PRP$ in/IN 1315/CD ?/.,RQ/IQ/QQ,R
1,51,"got/NNP ,/, uh/NN",DE/EE,L
1,52,mcleod/NNP ./.,DE,L
1,53,i/PRP got/VBD her/PRP too/RB ./.,DE/DC,R
1,54,yea/NN ./.,KK,L
1,55,what/WP day/NN ?/.,QQ,R
1,56,"um/NNP ,/, mondays/NNP ,/, wednesdays/NNP and/CC fridays/NNP ./.",DE/EE/KK,L
1,57,i/PRP got/VBD her/PRP too/RB ./.,DE,R
1,58,what/WP time/NN ?/.,QQ,L
1,59,nine/NNP to/TO ten/VB ./.,DE/EE,R
1,60,"nine/NNP to/TO ten/VB ,/, yea/NN ./.",RR/KK/KC/KR,L
1,61,i/PRP can/MD understand/VB what/WP she/PRP says/VBZ in/IN class/NN ./.,DD,R
1,62,all/DT she/PRP talks/NNS about/IN is/VBZ reading/VBG the/DT book/NN ./.,ED/EE,R
1,63,yea/NNP she/PRP just/RB reads/VBZ out/IN of/IN the/DT book/NN ./.,KK/EE/KC/KE,L
1,64,like/IN,EU,L
1,65,how/WRB you/PRP do/VBP with/IN the/DT quizzes/NNS ?/.,QQ/QR,R
1,66,i/PRP 'm/VBP doing/VBG pretty/RB good/JJ in/IN quizzes/NNS ./.,DD/DE,L
1,67,i/PRP bought/VBD one/CD of/IN those/DT study/NN guides/NNS ./.,DE,L
1,68,and/CC,ZZ,L
1,69,it/PRP is/VBZ not/RB same/JJ,ED/EE/RR,R
1,70,it/PRP 's/VBZ not/RB the/DT same/JJ thing/NN,ED/EE/UU/RR,R
1,71,i/PRP could/MD n't/RB find/VB anything/NN in/IN there/EX the/DT same/JJ as/IN,DD/DE,R
1,72,explained/VBN in/IN class/NN ./.,DD/DE,R
1,73,on/IN my/PRP$ quizzes/NN i/PRP got/VBD,EE/DE,R
1,74,"what/WP ,/, two/CD ,/, six/CD and/CC four/CD ,/, so/RB",ZZ,R
1,75,oh/UH ./.,KK,L
1,76,on/IN the/DT exam/NN i/PRP got/VBD,DE,R
1,77,"what/WP ,/, 76/CD ./.",ZZ,R
1,78,i/PRP 'm/VBP gon/VBG na/TO have/VB to/TO curve/VB,DD/DE,R
1,79,i/PRP do/VBP n't/RB know/VB how/WRB to/TO study/VB for/IN her/PRP$ test/NN either/NN ./.,DD,R
1,80,"hey/NNP ,/, have/VBP you/PRP got/VBD the/DT study/NN guide/NN ?/.",KK/QQ/UA,L
1,81,"yea/NNP ,/, i/PRP did/VBD ./.",KE/DE/KK,R
1,82,but/CC it/PRP did/VBD n't/RB,ED,R
1,83,it/PRP did/VBD n't/RB help/VB you/PRP much/RB ?/.,RR/EQ/ER/RQ,L
1,84,not/RB really/RB ./.,ED/KD/UD,R
1,85,those/DT chapters/NNS are/VBP long/RB ./.,ED/EE,L
1,86,what/WP do/VBP you/PRP do/VB ?/.,QQ,R
1,87,how/WRB do/VB you/PRP study/VB for/IN her/PRP$ test/NN ?/.,QQ,R
1,88,do/VBP you/PRP read/VB the/DT chapter/NN or/CC anything/NN ?/.,QQ,R
1,89,i/PRP read/VBP the/DT chapters/NNS and/CC take/VB notes/NNS on/IN it/PRP ./.,DD/DE,L
1,90,then/RB i/PRP take/VBP her/PRP$ notes/NNS over/IN again/RB ./.,DD/DE,L
1,91,then/RB i/PRP read/VBP the/DT study/NN guide/NN ./.,DD/DE,L
1,92,study/NNP my/PRP$ notes/NNS ./.,DD/DE/AE,L
1,93,then/RB take/VB the/DT test/NN ./.,DD/DE/AE,L
1,94,most/JJS of/IN the/DT test/NN on/IN,QQ/EE/EQ,R
1,95,questions/NNS on/IN the/DT test/NN,ZZ,R
1,96,come/VBN from/IN the/DT note/NN or/CC book/NN ?/.,ZZ,R
1,97,well/RB,KK/KD,L
1,98,i/PRP ca/MD n't/RB tell/VB really/RB ./.,DD,R
1,99,yea/NN,KK/KC/KE,L
1,100,her/PRP$ notes/NNS are/VBP straight/VBN out/IN of/IN the/DT book/NN ./.,EE,L
1,101,i/PRP mean/VBP,DD/DE,L
2,0,,UU,L
2,1,,UU,L
2,2,,UU,L
2,3,,UU,L
2,4,,UU,R
2,5,do/VBP we/PRP have/VBP to/TO have/VB that/DT card/NN thingy/NN ?/.,QQ,L
2,6,hum/NNP ?/.,QQ/KQ/QK,R
2,7,do/VBP we/PRP have/VBP to/TO have/VB that/DT card/NN ?/.,QQ,L
2,8,"oh/UH ,/,",KK/EE/IE/RR,R
2,9,that/DT yellow/JJ thing/NN ./.,KK/EE/IE/RR,R
2,10,i/PRP do/VBP n't/RB know/VB ./.,DD,R
2,11,i/PRP have/VBP mine/VBN with/IN me/PRP ./.,DD/DE,R
2,12,i/PRP just/RB,DU,R
2,13,you/PRP do/VBP ?/.,QQ/IQ/RQ,L
2,14,threw/VBD it/PRP in/IN my/PRP$ billfold/NN,DE,R
2,15,the/DT day/NN he/PRP gave/VBD it/PRP out/RP ./.,ZZ,R
2,16,,UU,L
2,17,,UU,L
2,18,,UU,L
2,19,,UU,L
2,20,i/PRP do/VBP n't/RB know/VB if/IN i/PRP could/MD take/VB,DD,R
2,21,experimenting/VBG,ZZ,R
2,22,all/PDT the/DT people/NNS,ZZ,R
2,23,trying/VBG to/TO prove/VB something/NN,ZZ,R
2,24,all/PDT the/DT time/NN ./.,ZZ,R
2,25,,KK/UU,L
2,26,,UU,L
2,27,,UU,L
2,28,,UU,L
2,29,,ZZ,O
2,30,,UU,L
2,31,,UU,L
2,32,,UU,L
3,0,,UU,R
3,1,"hey/NNP ,/,",KK/UA/DE,L
3,2,i/PRP was/VBD sitting/VBG in/IN the/DT other/JJ room/NN,DE,L
3,3,"and/CC nobody/NN was/VBD coming/VBG in/IN ,/,",EE,L
3,4,it/PRP was/VBD one/CD o'clock/NN ./.,EE,L
3,5,i/PRP go/VBP,DD/DE,L
3,6,they/PRP are/VBP seeing/VBG how/WRB long/JJ,DD/DE,L
3,7,,UU,R
3,8,you/PRP think/VBP about/IN stupid/JJ stuff/NN ./.,II,L
3,9,they/PRP 're/VBP seeing/VBG,ED/EE,L
3,10,gon/NN na/TO see/VB how/WRB long/JJ,UU,L
